Capture Prob (Q1),Initial Subreach (S1),Tagged,Tag Lost,Mortality,Migration Distance,Capture Prob (Q2),Final Subreach (S2),Recaught
0.04,13,-1,-1.00,1,-1,0.96,-1,-
